doc_id	sentence_id	token_id	token	lemma	pos	tag	gender	number	head_token_id	dep_rel	intensifier_lemma	intensifier	text	account
text261	1	3	quieto	quietar	ADJ	ADJ	Masc	Sing	1	conj	NA	0	Rude e quieto: vizinhos descrevem a 'pessoa de interesse' procurada pelo ataque ao metrô de Nova York https://t.co/3ztu6mRG2h	oglobo
text2006	1	9	querido	querer	ADJ	ADJ	Masc	Sing	7	conj	NA	0	@camilladelucas Seu pai é mto gente boa e querido 😍	whindersson
text1334	1	20	psicológicos	psicológico	ADJ	ADJ	Masc	Plur	18	conj	NA	0	Vídeos, fotos e depoimentos mostram que crianças de escola investigada por maus-tratos tiveram 'intensos sofrimentos físicos e psicológicos', diz MP https://t.co/4G62sRbeYM #g1 https://t.co/uZD7b4c7bP	g1
text356	1	7	prudente	prudente	ADJ	ADJ	Fem	Sing	5	conj	NA	0	Rita Lee mantém rotina reclusa e prudente após cura do câncer https://t.co/at9Glg9Gq7	oglobo
text212	1	10	propano	propano	ADJ	ADJ	Masc	Sing	8	conj	NA	0	Inodoro, o GLP é composto de butano e propano, mas é misturado com mercaptano para que seu cheiro nauseante permita que seja detectado https://t.co/EC1UzuXGt1 #g1	g1
text2119	2	4	pronto	pronto	ADJ	ADJ	Masc	Sing	2	conj	NA	0	O teatro com da capital se chamará Teatro Dirceu Andrade, humorista piauiense que admiro muito e não vou esperar ninguém morrer pra homenagear depois de morto não, é vivo e pronto	whindersson
text2421	2	18	pronto	pronto	ADJ	ADJ	Masc	Sing	16	conj	NA	0	Seguir páginas de casamento que ficam tentando adivinhar sua vida não salva seu casamento. Salva você olhar nos olhas e ser sincero, e sendo sinceros decidimos que foi top e pronto, agora vamos viver outras coisas, não importa o que o pastor da igreja lá de Tangamandapio acha.	whindersson
text2521	1	37	pronto	pronto	ADJ	ADJ	Masc	Sing	35	conj	NA	0	Thelma me conquistou quando cruzou a casa pra chamar o Babu que tava dormindo quando a comida chegou, Babu a vários dias na xepa, e eu não preciso me explicar, gosto dela e pronto. Muita sorte pra quem você torce, e eu torço pra @thelminha_assis 🙏🏼	whindersson
text22	2	9	preto	preto	ADJ	ADJ	Masc	Sing	7	conj	NA	0	Eu tenho muitas blusas iguais e mtos shortinhos iguais, eu amo mto rosa e preto, acho q fica bonito em mim aí eu uso sempre 🥺🥺🥺 https://t.co/KYuM0E1NTq	whindersson
text1315	1	7	poderosa	poderoso	ADJ	ADJ	Fem	Sing	5	conj	NA	0	'Mulher pode ser sexy e poderosa aos 60, 70', diz Rita Cadillac sobre sensualidade sem limite de idade https://t.co/rg4DXQLUs0 #g1 https://t.co/pCcvqWiS4h	g1
text1835	4	11	plena	pleno	ADJ	ADJ	Fem	Sing	9	conj	NA	0	@karina070793 Olha.... eu bombo independente disso (falo dela pq gosto mesmo)... mas nesse momento tô mais preocupada em ser feliz e plena do que em bombar.. já bombei o suficiente ✌ paz e amor	anitta
text678	2	13	ótimas	ótimas	ADJ	ADJ	Fem	Plur	11	conj	NA	0	E outra, acho que a produção nada mais fez do que escutar o público reclamando do quão pesada foi a edição passada e resolveu colocar pessoas mais leves no casting. Pelas que eu conheço bem no casting são pessoas suas leves e ótimas de se conviver	anitta
text154	1	25	novos	novo	ADJ	ADJ	Masc	Plur	26	amod	NA	0	De onde eu venho o esporte è uma das únicas saídas, acredito que o Brasil precisa de boxe, hoje vários campeões e novos atletas foram apresentados a vocês e tenho orgulho de ter feito parte e idealizado isso, meus neto vai dizer que o avô deles era foda, esqueça tudo	whindersson
text392	1	4	novos	novo	ADJ	ADJ	Masc	Plur	2	conj	NA	0	Veja bons e novos motivos para visitar Orlando em 2022 (entre eles, a volta dos abraços na Disney) https://t.co/s7kxEqi1IV	oglobo
text1936	1	12	novos	novo	ADJ	ADJ	Masc	Plur	13	amod	NA	0	De acordo com companhia, alguns trajetos já foram reagendados e novos destinos que seriam lançados neste semestre foram reprogramados para o 3º trimestre https://t.co/mFV8arpfp6 #g1	g1
text2591	2	8	novos	novo	ADJ	ADJ	Masc	Plur	9	amod	NA	0	Ucrânia diz que bombardeio russo atingiu maternidade e deixou 17 feridos. Baixo índice de vacinação no Brasil e novos casos no mundo alertam para o retorno da pólio. E máscara deixa de ser obrigatória ao ar livre em SP ==&gt; https://t.co/yWkuUGslzG #g1 #resumododia https://t.co/Fg8paW7sfN	g1
text1717	1	10	novo	novo	ADJ	ADJ	Masc	Sing	8	conj	NA	0	Análise: Flamengo de Paulo Sousa ensaia virada e novo espírito, mas sucumbe à soberba https://t.co/6RGjJEmOtg	oglobo
text609	1	20	nova	novo	ADJ	ADJ	Fem	Sing	21	amod	NA	0	Fevereiro começando e eu passando pra lembrar que tem a 150 BPM by eu mesma com novo sabor e nova embalagem! Quem aí já provou?  <linebreak> https://t.co/H5DNbVaIOL <linebreak> @BeatsOficial #BebaComModeração #Publicidade <linebreak> *Não compartilhe com menores de 18 anos. https://t.co/b1kfuLfu8I	anitta
text22	1	7	mtos	mtos	ADJ	ADJ	Masc	Plur	5	conj	NA	0	Eu tenho muitas blusas iguais e mtos shortinhos iguais, eu amo mto rosa e preto, acho q fica bonito em mim aí eu uso sempre 🥺🥺🥺 https://t.co/KYuM0E1NTq	whindersson
text113	1	19	monetária	monetário	ADJ	ADJ	Fem	Sing	17	conj	NA	0	Manutenção do rating do Brasil é explicada por três grandes fatores: mudanças estruturais nas políticas fiscal e monetária, melhora do desempenho fiscal e forte posição do país em moeda estrangeira https://t.co/rB1aqZTcEy #g1	g1
text2330	1	19	menor	menor	ADJ	ADJ	Masc	Sing	17	conj	NA	0	Seul afirma que Coreia do Norte mentiu sobre lançamento de novo míssil intercontinental: modelo seria antigo e menor https://t.co/twKjG0YAl2	oglobo
text590	1	14	menor	menor	ADJ	ADJ	Masc	Sing	6	conj	NA	0	Pista onde aeronave aterrissou é usada por aviões de pequeno porte -- e menor do que aquela onde estava autorizada a pousar https://t.co/L2AYyJQkVM #g1	g1
text1065	3	5	melhor	melhor	ADJ	ADJ	Masc	Sing	3	conj	NA	0	Bela Megale [@belamegale]: Após declarações polêmicas, aliados fazem apelo a Lula: ‘falar menos e melhor’ https://t.co/lWyxGLeB6Y	oglobo
text9	1	13	melhor	melhor	ADJ	ADJ	Masc	Sing	11	conj	NA	0	Série derivada de 'Harry Potter' chega a seu 3º e melhor capítulo, mas ainda fraco em comparação às histórias originais. Filme tem bruxa brasileira interpretada por Maria Fernanda Cândido https://t.co/jKIuTGR07Y #g1	g1
text1997	1	4	meio	mear	ADJ	ADJ	Masc	Sing	2	conj	NA	0	Dois muleques e meio 😎 https://t.co/2LfrhRrwsx	whindersson
text115	1	25	médias	médio	ADJ	ADJ	Fem	Plur	23	conj	NA	0	Anúncio ocorre no momento de crescente interesse de investidores por negócios que oferecem um combo de serviços financeiros e de gestão para pequenas e médias empresas no país https://t.co/gQQkwHPIQk #g1	g1
text889	1	11	médias	médio	ADJ	ADJ	Fem	Plur	9	conj	NA	0	Buscar parcerias traz uma série de vantagens para pequenas e médias empresas. Confira quais são os principais benefícios. Saiba mais: https://t.co/vWVUpMQ2oq #publi @Lenovobr https://t.co/crX5DTgYya	g1
text260	3	27	maus	mau	ADJ	ADJ	Masc	Plur	25	conj	NA	0	#OAssunto - A confirmação do primeiro caso da ômicron XE no Brasil trouxe preocupações. Em entrevista com a @renataloprete, o biólogo e divulgador científico @oatila avalia que o país está mais protegido do vírus, ""por bons e maus motivos"". Ouça: https://t.co/CuKLq7lE8F #g1 https://t.co/lHDabbita9	g1
text297	3	27	maus	mau	ADJ	ADJ	Masc	Plur	25	conj	NA	0	#OAssunto - A confirmação do primeiro caso da ômicron XE no Brasil trouxe preocupações. Em entrevista com a @renataloprete, o biólogo e divulgador científico @oatila avalia que o país está mais protegido do vírus, ""por bons e maus motivos"". Ouça: https://t.co/CuKLq7lE8F #g1 https://t.co/Osj507RaK5	g1
text1209	1	16	manipulador	manipulador	ADJ	ADJ	Masc	Sing	14	conj	NA	0	Americana escreveu carta meses antes de ser morta onde definia ex-marido brasileiro como abusivo e manipulador e pedia ajuda para proteger sua filha https://t.co/XrpE2PvVG7	oglobo
text1842	2	8	louca	louco	ADJ	ADJ	Fem	Sing	6	conj	NA	0	Comseguiiiiiiii....  vencer na vida:  conseguir entrar na onda mais profunda e louca do mundo com 15 minutos de meditação transcendental... que doideiraaaaaa.. alguem aqui também? Contem suas experiências... vitoriaaaaaa	anitta
text2505	3	6	justo	justar	ADJ	ADJ	Masc	Sing	4	conj	NA	0	Como estou sempre com ele eu vejo muito episódios de racismo e fico mto constrangido, imagina quem sofre. Eu não posso sentir o que o Babu sente, mas já senti como é restaurar o controle de nós mesmo em nossa família. Acho isso muito bonito e justo.	whindersson
text2720	4	23	jurídicos	jurídico	ADJ	ADJ	Masc	Plur	21	conj	NA	0	#OAssunto - Crimes de guerra: imagens de ataques a civis e áreas residenciais na Ucrânia correm o mundo. Em entrevista à @RenataLoPrete, Flavia Piovesan, da @puc_sp, diz que mesmo conflitos armados precisam respeitar “limites éticos e jurídicos” ==&gt; https://t.co/68tZYRmJy6 #g1 https://t.co/WxsIw615JU	g1
text2763	4	23	jurídicos	jurídico	ADJ	ADJ	Masc	Plur	21	conj	NA	0	#OAssunto - Crimes de guerra: imagens de ataques a civis e áreas residenciais na Ucrânia correm o mundo. Em entrevista à @RenataLoPrete, Flavia Piovesan, da @puc_sp, diz que mesmo conflitos armados precisam respeitar “limites éticos e jurídicos” ==&gt; https://t.co/68tZYREkpE #g1 https://t.co/sl9iW1i39y	g1
text1921	1	33	involuntário	involuntário	ADJ	ADJ	Masc	Sing	31	conj	NA	0	cheguei ao ponto que um amigo disse “já pensou se aparecesse um ET aqui aqui agora” eu respondi sem pensar em ninguém “rapaz eu ia” assim automático e involuntário, acho q é meu instinto animal tentando me salvar kkkkkkkkkkkk	whindersson
text577	1	3	invasor	invasor	ADJ	ADJ	Masc	Sing	1	conj	NA	0	Predador e invasor voraz: aumento do registro de peixes-leão no Nordeste preocupa especialistas https://t.co/SDamkirqJ1	oglobo
text760	2	10	insistente	insistente	ADJ	ADJ	Masc	Sing	7	conj	NA	0	+ obrigado por ser tão forte pelo meu maior presente! Que ele seja forte como a mãe, e insistente como o pai. Que quando disserem que ele nunca lutou por nada, vamos poder responder que só pela vida, e graças a Deus e a energia de quem quer nosso bem superaram tudo. +	whindersson
text2514	1	14	informais	informar	ADJ	ADJ	Masc	Plur	12	conj	NA	0	Saiba como obter o novo crédito com garantia do FGTS para MEIs e informais https://t.co/foeiXxizP2	oglobo
text2703	1	6	influenciadora	influenciadora	ADJ	ADJ	Fem	Sing	4	conj	NA	0	O posto da empresária e influenciadora foi confirmado nesta terça, no barracão da escola https://t.co/hU1Tqi4XGe #g1 #carnaval #Rio	g1
text1412	1	17	indie	indie	ADJ	ADJ	Masc	Sing	15	conj	NA	0	Banda encerrou primeira noite após duas edições canceladas com som público feliz, jeito blasé e indie rock familiar que é a cara do festival https://t.co/BOx57bFx64 #g1 #Lollapalooza2022 #TheStrokes	g1
text2919	1	11	inaceitáveis	inaceitável	ADJ	ADJ	Fem	Plur	9	conj	NA	0	Partido de Arthur do Val chama de 'gravíssimas e inaceitáveis' declarações sexistas atribuídas ao deputado https://t.co/w0iK5ddyF2 #g1 https://t.co/qrhCqMlCXW	g1
text2429	1	10	imortal	imortal	ADJ	ADJ	Masc	Sing	8	conj	NA	0	Solenidade também oficializa o primeiro mandato do jornalista e imortal Merval Pereira à frente da academia https://t.co/72z8D7v7qN #g1	g1
text2844	1	12	imigrante	imigrante	ADJ	ADJ	Fem	Sing	5	conj	NA	0	Há doze anos, Nilma Dominique — baiana, negra e imigrante nos Estados Unidos — criou o programa de língua portuguesa do Instituto de Tecnologia de Massachusetts (MIT, eleita a melhor universidade do mundo em 2022). #g1 https://t.co/r4h5r0nBhd	g1
text306	1	8	idosos	idoso	ADJ	ADJ	Masc	Plur	6	conj	NA	0	Reprovação é maior entre funcionários públicos e idosos, e aprovação é maior entre os mais ricos ==&gt; https://t.co/WALccwudVw #g1	g1
text1304	2	3	grande	grande	ADJ	ADJ	Fem	Sing	4	amod	NA	0	@cabojunioamaral Eu e grande parte do eleitorado ao qual o senhor vai pedir voto ja ja cresceu nao entendendo nada de política. Que bom que matei minhas dúvidas na frente dos outros sem vergonha nenhuma... assim varios puderam aprender comigo. E você, ja fez alguma coisa no seu mandato pela	anitta
text288	1	3	gostosa	gostoso	ADJ	ADJ	Fem	Sing	1	conj	NA	0	Doente e gostosa 🤒😪 https://t.co/2tR91o4vDv	whindersson
text1429	1	23	furiosa	furioso	ADJ	ADJ	Fem	Sing	19	conj	NA	0	Cantora americana de rap e pop fez ótimo show, recriou hit de Avril Lavigne e encarnou personas sexy, sensível e furiosa https://t.co/2RnPs7BAWl #g1 #Lollapalooza2022	g1
text113	1	26	forte	forte	ADJ	ADJ	Fem	Sing	27	amod	NA	0	Manutenção do rating do Brasil é explicada por três grandes fatores: mudanças estruturais nas políticas fiscal e monetária, melhora do desempenho fiscal e forte posição do país em moeda estrangeira https://t.co/rB1aqZTcEy #g1	g1
text2487	1	3	feminista	feminista	ADJ	ADJ	Fem	Sing	1	conj	NA	0	Filósofa e feminista negra Sueli Carneiro é eleita Personalidade Literária do Ano pelo Prêmio Jabuti https://t.co/bKoHBEQ92T	oglobo
text2285	3	5	feliz	feliz	ADJ	ADJ	Fem	Sing	3	conj	NA	0	Hoje é Dia do Compositor! Parabéns a todos os profissionais que são responsáveis pela criação das músicas que amamos. Sou muito grata e feliz por fazer parte ❤️ Qual dessas composições é a favorita de vocês? https://t.co/ZEHV897LQM	anitta
text441	1	9	feio	feio	ADJ	ADJ	Masc	Sing	7	conj	NA	0	Extremamente sagaz na arte de ser bonito e feio ao mesmo tempo 😎 https://t.co/RczHCZOMZT	whindersson
text1961	1	3	feia	feio	ADJ	ADJ	Fem	Sing	1	conj	NA	0	@thaylisepivato E feia	whindersson
text552	1	29	falsas	falso	ADJ	ADJ	Fem	Plur	27	conj	NA	0	Mas como sei q não adianta ficar desmentindo tudo todo dia, queria pedir um favor a todos os artistas que já foram prejudicados por notícias imaginárias e falsas dela. Me chamem no whats ou dm, vamo montar um documento que ou vai ela parar com isso ou vira roteirista de ficção.	whindersson
text2449	1	7	falsa	falso	ADJ	ADJ	Fem	Sing	8	amod	NA	0	Camargo é acusado de difamação e falsa denúncia de racismo https://t.co/qmrR8Uik6Y #g1	g1
text44	1	4	fácil	fácil	ADJ	ADJ	Masc	Sing	2	conj	NA	0	Link rápido e fácil https://t.co/ZqDcBheXRl	whindersson
text643	1	12	exausta	exausto	ADJ	ADJ	Fem	Sing	10	conj	NA	0	Rainha Elizabeth afirma que Covid-19 a deixou 'muito cansada e exausta' https://t.co/KhPwmw5SOT	oglobo
text2679	1	19	esportivo	esportivo	ADJ	ADJ	Masc	Sing	14	conj	NA	0	Antigo campus da Gama Filho vai virar Parque Piedade, com áreas de lazer e centro cultural e esportivo https://t.co/iVLBiaSWsx	oglobo
text1073	2	9	espertos	esperto	ADJ	ADJ	Masc	Plur	7	conj	NA	0	Preciso arrumar um nome pra quem assiste minhas live, posso chamar vcs de meus atrasados?  <linebreak> Quero q vcs aprendem a ser atrasados e espertos q nem eu	whindersson
text1445	1	4	eloquente	eloquente	ADJ	ADJ	Masc	Sing	2	conj	NA	0	Estilo inigualável e eloquente 😎 <linebreak> @LilWhind  <linebreak> 25/09 https://t.co/rsKgK3CQHx	whindersson
text1548	1	10	eloquente	eloquente	ADJ	ADJ	Masc	Sing	8	conj	NA	0	Abismado com o que está escrito nesta grande e eloquente montanea... <linebreak>  <linebreak> ESCUTE NO NAME NO SPOTIFY  <linebreak>  <linebreak> https://t.co/haB4tXnPC5https://t.co/adzwa3YFgR	whindersson
text510	1	5	elegante	elegante	ADJ	ADJ	Fem	Sing	1	conj	NA	0	Extraordinário, chique e elegante 💎😋 https://t.co/KvAHzk1TVp	whindersson
text485	1	10	duras	duro	ADJ	ADJ	Fem	Plur	8	conj	NA	0	Líder austríaco diz que teve conversas 'abertas e duras' com Putin na Rússia https://t.co/2ya12610WI	oglobo
text261	2	8	doloroso	doloroso	ADJ	ADJ	Masc	Sing	6	conj	NA	0	Coisas q eu faço diariamente: mandar um vídeo pra alguém q sei que vai morrer (estado terminal) dizendo que vai dar tudo certo e que logo logo vamos se ver e der risadas juntos. Cada dia se torna mais difícil e doloroso	whindersson
text1785	2	3	documentarista	documentarista	ADJ	ADJ	Masc	Sing	1	conj	NA	0	Guerra na Ucrânia: Fotógrafo e documentarista é encontrado morto perto de Kiev https://t.co/Q7FXe9Uqlv	oglobo
text1839	1	12	divertidas	divertir	ADJ	ADJ	Fem	Plur	10	conj	NA	0	Espero que vocês gostem de umas das entrevistas mais sinceras e divertidas que já fiz! ❤️ https://t.co/YLEcgvwCZl	whindersson
text2582	2	6	destrutiva	destrutivo	ADJ	ADJ	Fem	Sing	4	conj	NA	0	Will Smith pede desculpas a Chris Rock por tapa no Oscar: 'Violência é venenosa e destrutiva' https://t.co/RyN4K5ApeA	oglobo
text1904	5	14	cultural	cultural	ADJ	ADJ	Masc	Sing	12	conj	NA	0	@rickbonadio Mesma batida? Vc deve ter parado de pesquisar desde seu último álbum de sucesso. Mesmas letras? Aceito. Porém infelizmente cada um canta uma letra compatível com o nível educacional e cultural que lhe é oferecido. Nesse caso, pelo governo brasileiro para com suas comunidades.. 🤷🏽‍♀️	anitta
text198	2	6	cultural	cultural	ADJ	ADJ	Fem	Sing	4	conj	NA	0	Comer ou não carne tornou-se tema de discussões de ideologia política na Índia, um país onde a culinária histórica e cultural é muito variada e complexa https://t.co/EbXXWN1qss #g1	g1
text550	1	15	consciente	consciente	ADJ	ADJ	Fem	Sing	13	conj	NA	0	Caso Gabriel Monteiro: promotor acusa vereador de gravar 'de forma livre e consciente' adolescente durante sexo; vídeo vazou nas redes https://t.co/JFbGK99YdA	oglobo
text556	1	15	consciente	consciente	ADJ	ADJ	Fem	Sing	13	conj	NA	0	Caso Gabriel Monteiro: promotor acusa vereador de gravar 'de forma livre e consciente' adolescente durante sexo; vídeo vazou nas redes https://t.co/V9YckdF3IJ	oglobo
text414	1	19	consciente	consciente	ADJ	ADJ	Masc	Sing	17	conj	NA	0	Promotoria de Justiça pede a condenação do vereador e cita que ele, 'de forma livre e consciente, filmou através de telefone celular cena de sexo explícito' com uma adolescente de 15 anos https://t.co/1riwBnAcV2 #g1	g1
text805	1	19	confortáveis	confortável	ADJ	ADJ	Masc	Plur	17	conj	NA	0	Comprando as coisas de criança pro meu filho e pensando mds pq não tem essas coisas legais e confortáveis pra adulto?????????	whindersson
text567	2	8	confiáveis	confiar	ADJ	ADJ	Fem	Plur	6	conj	NA	0	Irapuã Santana: Decisões judiciais precisam ser mais claras e confiáveis para a população https://t.co/3WiTPieHFK	oglobo
text811	1	9	compositora	compositor	ADJ	ADJ	Fem	Sing	7	conj	NA	0	Condição neurológica rara está ajudando a cantora e compositora Tamera em seu trabalho https://t.co/krMMNNd4Le #g1	g1
text198	2	11	complexa	complexo	ADJ	ADJ	Fem	Sing	9	conj	NA	0	Comer ou não carne tornou-se tema de discussões de ideologia política na Índia, um país onde a culinária histórica e cultural é muito variada e complexa https://t.co/EbXXWN1qss #g1	g1
text471	1	15	completa	completar	ADJ	ADJ	Fem	Sing	11	conj	NA	0	Média móvel de mortes por Covid no Brasil é de 168 por dia e completa 6 semanas em queda https://t.co/YS52Mt5j0d #g1 https://t.co/OjDHEEG8ld	g1
text1719	1	8	chuvoso	chuvoso	ADJ	ADJ	Masc	Sing	6	conj	NA	0	Meteorologia prevê domingo de tempo nublado e chuvoso na capital e em boa parte do estado do Rio https://t.co/pPKXFZP2bC	oglobo
text875	1	5	casado	casar	ADJ	ADJ	Masc	Sing	1	conj	NA	0	Pastor, gay e casado: ‘Eu tenho direito a ter religião' https://t.co/OI3WZxYWo7	oglobo
